1	5 
2	22 
3	28 
4	24 
5	8 
6	28 
7	21 
8	26 
9	19 
10	1 
11	30 
12	32 
13	16 
14	9 
15	5 
16	29 
17	30 
18	10 
19	7 
20	29 
21	3 
22	35 
23	28 
24	12 
25	31 
26	4 
27	13 
28	15 
29	25 
30	32 
31	23 
32	22 
33	21 
34	19 
35	29 
36	29 
37	2 
38	22 
39	24 
40	14 
41	20 
42	26 
43	35 
44	18 
45	7 
46	34 
47	14 
48	15 
49	19 
50	26 
51	23 
52	32 
53	9 
54	28 
55	21 
56	32 
57	28 
58	20 
59	13 
60	23 
61	1 
62	34 
63	30 
64	14 
65	21 
66	21 
67	27 
68	14 
69	29 
70	32 
71	16 
72	29 
73	12 
74	30 
75	11 
76	15 
77	10 
78	24 
79	2 
80	9 
81	4 
82	5 
83	12 
84	34 
85	12 
86	7 
87	16 
88	29 
89	31 
90	13 
91	17 
92	31 
93	20 
94	10 
95	31 
96	7 
97	19 
98	12 
99	3 
100	7 
101	35 
102	22 
103	34 
104	19 
105	13 
106	18 
107	13 
108	15 
109	13 
110	3 
111	1 
112	15 
113	3 
114	8 
115	23 
116	5 
117	33 
118	18 
119	5 
120	23 
121	27 
122	22 
123	30 
124	33 
125	13 
126	35 
127	18 
128	12 
129	18 
130	7 
131	34 
132	15 
133	17 
134	27 
135	6 
136	29 
137	16 
138	16 
139	35 
140	23 
141	7 
142	12 
143	30 
144	30 
145	32 
146	35 
147	10 
148	31 
149	7 
150	15 
151	18 
152	26 
153	20 
154	1 
155	18 
156	3 
157	34 
158	24 
159	30 
160	27 
161	4 
162	11 
163	13 
164	21 
165	23 
166	10 
167	32 
168	34 
169	15 
170	24 
171	22 
172	32 
173	24 
174	1 
175	19 
176	1 
177	5 
178	21 
179	10 
180	22 
181	35 
182	2 
183	23 
184	4 
185	21 
186	17 
187	21 
188	18 
189	20 
190	7 
191	11 
192	7 
193	10 
194	14 
195	31 
196	6 
197	35 
198	1 
199	8 
200	27 
201	31 
202	9 
203	9 
204	19 
205	34 
206	7 
207	35 
208	13 
209	9 
210	13 
211	2 
212	33 
213	35 
214	35 
215	10 
216	4 
217	11 
218	17 
219	2 
220	7 
221	20 
222	11 
223	10 
224	4 
225	18 
226	10 
227	25 
228	32 
229	20 
230	28 
231	32 
232	29 
233	8 
234	3 
235	31 
236	32 
237	30 
238	19 
239	8 
240	22 
241	1 
242	28 
243	13 
244	21 
245	9 
246	24 
247	32 
248	20 
249	29 
250	2 
251	12 
252	30 
253	31 
254	32 
255	14 
256	11 
257	28 
258	12 
259	31 
260	6 
261	8 
262	22 
263	25 
264	5 
265	30 
266	19 
267	12 
268	16 
269	28 
270	7 
271	3 
272	22 
273	29 
274	20 
275	23 
276	1 
277	29 
278	2 
279	32 
280	3 
281	15 
282	14 
283	22 
284	10 
285	34 
286	25 
287	2 
288	35 
289	13 
290	4 
291	24 
292	33 
293	30 
294	11 
295	8 
296	11 
297	27 
298	18 
299	8 
300	29 
301	8 
302	9 
303	30 
304	23 
305	29 
306	21 
307	3 
308	21 
309	1 
310	30 
311	12 
312	3 
313	12 
314	35 
315	25 
316	35 
317	19 
318	17 
319	17 
320	35 
321	13 
322	8 
323	12 
324	16 
325	7 
326	29 
327	6 
328	24 
329	1 
330	19 
331	28 
332	9 
333	4 
334	3 
335	33 
336	17 
337	13 
338	14 
339	8 
340	28 
341	6 
342	11 
343	16 
344	27 
345	13 
346	14 
347	23 
348	33 
349	27 
350	2 
351	27 
352	4 
353	26 
354	33 
355	25 
356	9 
357	22 
358	11 
359	23 
360	20 
361	8 
362	33 
363	6 
364	3 
365	3 
366	17 
367	18 
368	18 
369	31 
370	15 
371	17 
372	12 
373	24 
374	29 
375	27 
376	33 
377	9 
378	31 
379	14 
380	31 
381	30 
382	5 
383	35 
384	30 
385	9 
386	5 
387	28 
388	19 
389	6 
390	21 
391	35 
392	17 
393	2 
394	34 
