in-degree distribution (probability density function of the degree in logarithmic bins) 
7.44094	0.167007
9.43787	0.0912852
11.4472	0.0545797
13.9636	0.0400988
16.8571	0.0251554
20.1538	0.0191893
25	0.0129347
30.0698	0.00713935
37.6957	0.00627424
46.1034	0.00324948

in-degree distribution (degree-occurrences) 
7	0.142
8	0.112
9	0.095
10	0.074
11	0.068
12	0.055
13	0.038
14	0.038
15	0.034
16	0.036
17	0.024
18	0.024
19	0.024
20	0.027
21	0.018
22	0.009
23	0.014
24	0.012
25	0.015
26	0.006
27	0.017
28	0.01
29	0.006
30	0.009
31	0.01
32	0.005
33	0.003
34	0.003
35	0.006
36	0.008
37	0.003
38	0.008
39	0.007
40	0.005
41	0.006
42	0.003
43	0.001
44	0.004
45	0.004
46	0.005
47	0.004
48	0.002
49	0.002
50	0.004


--------------------------------------
out-degree distribution (probability density function of the degree in logarithmic bins) 
12.9919	0.223128
14	0.258869
15	0.134025
16.4646	0.0686321
18	0.0177717
19.6364	0.0255683
21.4878	0.0218128
23.4375	0.0155867
25.5	0.00445947
27.75	0.00326627
29	0.000373801

out-degree distribution (degree-occurrences) 
12	0.002
13	0.245
14	0.313
15	0.177
16	0.053
17	0.046
18	0.028
19	0.016
20	0.028
21	0.021
22	0.02
23	0.018
24	0.014
25	0.005
26	0.005
27	0.002
28	0.006
29	0.001


--------------------------------------
community distribution (size-occurrences)
20	0.0285714
21	0.2
22	0.114286
23	0.114286
24	0.0285714
26	0.0571429
27	0.0285714
28	0.0285714
29	0.0285714
31	0.0285714
32	0.0285714
33	0.0857143
34	0.0285714
37	0.0285714
38	0.0285714
39	0.0285714
40	0.0285714
44	0.0285714
49	0.0285714
50	0.0285714


--------------------------------------
mixing parameter (in-links)
0	0.075
0.0526316	0.002
0.060159	0.026
0.0696429	0.048
0.0773699	0.041
0.0841798	0.083
0.0964508	0.227
0.105343	0.061
0.112104	0.155
0.124652	0.123
0.132926	0.021
0.142857	0.111
0.153846	0.013
0.166667	0.007
0.181818	0.007

--------------------------------------
mixing parameter (out-links)
0	0.543
0.143763	0.203
0.226434	0.064
0.276314	0.077
0.307692	0.028
0.357143	0.022
0.384615	0.02
0.441392	0.018
0.5	0.006
0.538462	0.005
0.571429	0.004
0.615385	0.007
0.642857	0.001
0.714286	0.001
0.846154	0.001

--------------------------------------
